application_id,occurences
4 19C382809,1
5S09C373469,1
5S51C383136,1
5S34C368359,1
5F10C387153,2
9 37C372646,1
5S34W003805,1
9 37C378923,1
5F10C386681,1
2 41C372733,1
8 30C389098,1
5S07C380991,1
4 19C380409,1
5S39C393288,1
2 48C386584,1
4 19C369933,1
4 19C369934,1
5S34C382790,1
5F10C369634,1
9 37C377440,1
5S48C370381,1
5S34C387315,1
5S39C392886,1
5F54C374940,1
5S39C393758,1
5F10C368945,1
8 33C379333,1
8 33C379332,1
8 36C378348,1
7 13C387352,1
8 30C371922,1
5S50C371491,1
8 36C382966,1
5S34C373250,1
5F10W002384,1
5S34C373257,1
5F15W004529,1
5F15W004526,1
5S34C386954,1
5F15W004525,1
5F15W004523,1
6B36W002369,1
5S39W004727,1
9 37C394459,1
4 19C391721,1
5F16C389215,1
1 49W002141,1
3 42C379302,1
4 56C373995,1
4 19C365476,1
2 07C378522,1
8 36C379690,1
5S39C375292,1
5F10W003383,1
5F10C335191,1
3 27C386311,1
5S07C386590,1
8 36C386725,1
1 47C372956,1
3 40C381747,1
3 40C376018,1
5F10C380213,1
8 33C383709,1
8 33C375843,1
1 49C373956,1
1 49C373952,1
2 01C386376,1
4 56C368049,1
6B15W004711,1
2 01C386378,1
9 33C374292,1
5F10C377671,1
5S34C383113,1
9 37C390074,1
9 37C390075,1
5S50C393702,1
8 33C370311,1
2 01C394347,1
9 30C370168,1
3 27C373002,1
5S39C382362,1
4 19C391899,1
4 19C379142,1
6B19C374029,1
4 19C379146,1
9 37C394517,1
4 19C372179,1
5R45W005019,1
5F15W002968,1
5F15W002969,1
6B36W004036,1
5F15W002966,1
5F15W002967,1
5F15W002961,1
8 36C388617,1
5F15W002963,1
5F10C387976,1
2 01C387427,1
2 01C387426,1
4 19W004981,1
4 19W004986,1
4 19W004985,1
9 37C379805,1
8 36C393490,1
8 36C393495,1
5S50C375806,1
5F10C384444,1
5S34C378191,1
1 47C381378,1
9 37C359908,1
5F15W002388,1
9 37C369256,1
9 37C383379,3
1 23C383230,1
8 33C381671,1
3 43W002599,1
9 37C392858,1
8 33C385707,1
2 41C385485,1
8 33C385701,1
8 33C385700,1
6B36C392768,1
5F10W005161,1
2 01C370166,1
2 01C369913,1
2 01C369912,1
5F15W003389,1
5F15W003388,1
5F15W002031,1
7 33C390880,1
8 33C391778,1
5S34C378735,1
5S39C384033,1
5R11C391498,1
2 43C369531,1
5R04C376394,1
9 37C379492,1
